Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WA9,PM2.5,01/01/2021 09:45,,ug m-3,P
WA9,PM2.5,01/01/2021 10:00,,ug m-3,P
WA9,PM2.5,01/01/2021 10:15,,ug m-3,P
WA9,PM2.5,01/01/2021 10:30,,ug m-3,P
WA9,PM2.5,01/01/2021 10:45,,ug m-3,P
WA9,PM2.5,01/01/2021 11:00,,ug m-3,P
WA9,PM2.5,01/01/2021 11:15,,ug m-3,P
WA9,PM2.5,01/01/2021 11:30,,ug m-3,P
WA9,PM2.5,01/01/2021 11:45,,ug m-3,P
WA9,PM2.5,01/01/2021 12:00,,ug m-3,P
WA9,PM2.5,01/01/2021 12:15,,ug m-3,P
WA9,PM2.5,01/01/2021 12:30,,ug m-3,P
WA9,PM2.5,01/01/2021 12:45,,ug m-3,P
WA9,PM2.5,01/01/2021 13:00,,ug m-3,P
WA9,PM2.5,01/01/2021 13:15,,ug m-3,P
WA9,PM2.5,01/01/2021 13:30,,ug m-3,P
WA9,PM2.5,01/01/2021 13:45,,ug m-3,P
WA9,PM2.5,01/01/2021 14:00,,ug m-3,P
WA9,PM2.5,01/01/2021 14:15,,ug m-3,P
WA9,PM2.5,01/01/2021 14:30,,ug m-3,P
